"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should build module state for venues when only venues are provided","[Analytics utils]","Thu May 15 12:55:39 UTC 2025","passed","Thu May 15 12:55:39 UTC 2025","","should build parameters for ModuleDisplayedOnHomepage log","",""
"","1","should not call dispatch with SET_LOCATION_EVERYWHERE when dispatch not defined","getLocationSubmit","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:25 UTC 2025","","When on onSubmit with location mode is EVERYWHERE","",""
"","58","should display Caption font family when Caption provided","ButtonInsideText Component","Thu May 15 12:57:10 UTC 2025","passed","Thu May 15 12:57:10 UTC 2025","","* typography property","",""
"","7","should not dispatch in context when initial venues not defined","useVenuesInRegionQuery","Thu May 15 12:56:40 UTC 2025","passed","Thu May 15 12:56:40 UTC 2025","","","",""
"","1","should parse special characters correctly","parseMarkdown","Thu May 15 12:56:58 UTC 2025","passed","Thu May 15 12:56:58 UTC 2025","","","",""
"","832","should not have basic accessibility issues","<ChangeStatus/>","Thu May 15 12:57:07 UTC 2025","passed","Thu May 15 12:57:08 UTC 2025","","Accessibility","",""
"","196","should redirect to home page WHEN go back to home button is clicked","<SignupConfirmationExpiredLink/>","Thu May 15 12:56:47 UTC 2025","passed","Thu May 15 12:56:47 UTC 2025","","","",""
"","125","should log ConsultThematicHome when coming from highlight thematic block","ThematicHome","Thu May 15 12:55:55 UTC 2025","passed","Thu May 15 12:55:55 UTC 2025","","analytics","",""
"","106","should render native categories","<CategoriesModal/>","Thu May 15 12:55:50 UTC 2025","passed","Thu May 15 12:55:50 UTC 2025","","With native categories view","",""
"","1","check if credit is enough | non event x false => Crédit insuffisant","getCtaWordingAndAction","Thu May 15 12:55:46 UTC 2025","passed","Thu May 15 12:55:46 UTC 2025","","Beneficiary user","",""
"","69","should log analytics when attempting to click on credit block","OnboardingAgeInformation","Thu May 15 12:56:31 UTC 2025","passed","Thu May 15 12:56:31 UTC 2025","","","",""
"","944","should not display backButton on confirmation email sent page","Signup Form","Thu May 15 12:55:58 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","Go back button","",""
"","242","should log analytics when signing in with SSO","<Login/>","Thu May 15 12:55:55 UTC 2025","passed","Thu May 15 12:55:55 UTC 2025","","","",""
"","2","should handle zero euros correctly","convertEuroToCents","Thu May 15 12:57:30 UTC 2025","passed","Thu May 15 12:57:30 UTC 2025","","","",""
"","42","should initialize the history correctly","useSearchHistory","Thu May 15 12:55:49 UTC 2025","passed","Thu May 15 12:55:49 UTC 2025","","","",""
"","287","should not log consult venue when URL has unexpected ""from"" param","<Venue />","Thu May 15 12:56:16 UTC 2025","passed","Thu May 15 12:56:16 UTC 2025","","analytics","",""
"","55","should center on location if the pin is too far on the top","useCenterOnLocation","Thu May 15 12:56:47 UTC 2025","passed","Thu May 15 12:56:47 UTC 2025","","","",""
"","82","should return venues in specific region","useGetVenuesInRegion","Thu May 15 12:57:19 UTC 2025","passed","Thu May 15 12:57:19 UTC 2025","","","",""
"","117","should display venue address when offer.address is not present","<BookingDetails />","Thu May 15 12:55:51 UTC 2025","passed","Thu May 15 12:55:51 UTC 2025","","venue address","",""
"","87","should redirect to ThematicSearch of [""CINEMA""] when queryText is Cinema and SearchView is `Landing`","SearchBox component","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:44 UTC 2025","","shouldRedirectToThematicSearch","",""
"","4","should return query without highlightening when part to hightlight is an empty string","getHighlightedQuery","Thu May 15 12:57:37 UTC 2025","passed","Thu May 15 12:57:37 UTC 2025","","","",""
"","1","should return empty arrays when given an empty object","formatGroupedDates","Thu May 15 12:55:34 UTC 2025","passed","Thu May 15 12:55:34 UTC 2025","","","",""
"","19","should render reminder button with text `Désactiver le rappel` when hasReminder props is true","StickyFooterContent","Thu May 15 12:56:45 UTC 2025","passed","Thu May 15 12:56:45 UTC 2025","","","",""
"","2","should return Info icon if 'INFO' is passed","matchSubscriptionMessageIconToSvg","Thu May 15 12:57:43 UTC 2025","passed","Thu May 15 12:57:43 UTC 2025","","PopOverIcon","",""
"","21","should render null in web","ShareAppModalVersionB","Thu May 15 12:58:14 UTC 2025","passed","Thu May 15 12:58:14 UTC 2025","","","",""
"","3401","should not have basic accessibility issues","<Achievements/>","Thu May 15 12:58:03 UTC 2025","passed","Thu May 15 12:58:06 UTC 2025","","Accessibility","",""
"","21","should show success snack bar when text is copied","useCopyToClipboard","Thu May 15 12:57:24 UTC 2025","passed","Thu May 15 12:57:24 UTC 2025","","","",""
"","2","should handle undefined arrays correctly","[Analytics utils]","Thu May 15 12:55:39 UTC 2025","passed","Thu May 15 12:55:39 UTC 2025","","should build parameters for ModuleDisplayedOnHomepage log","",""
"","14","should return null","OfferFooter","Thu May 15 12:55:45 UTC 2025","passed","Thu May 15 12:55:45 UTC 2025","","Content when offer is not a movie screening, does not have a publicationDate in the future and viewport is desktop","",""
"","2","should return isOfferAddressDifferent to false if offer and venue address are the same","useVenueBlock with offer address","Thu May 15 12:56:39 UTC 2025","passed","Thu May 15 12:56:39 UTC 2025","","","",""
"","49","should log out user","DeleteProfileSuccess component","Thu May 15 12:57:42 UTC 2025","passed","Thu May 15 12:57:42 UTC 2025","","","",""
"","2","should indicate next state change date 2024-05-20T07:00:00.000Z","OpeningHoursStatusViewModel","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","","Venue is closed","",""
"","1","should display the full adress when city is not specified in address","getLocationLabel","Thu May 15 12:57:17 UTC 2025","passed","Thu May 15 12:57:17 UTC 2025","","","",""
"","1","should return the venue with the cheapest offer","useSearchVenueOffersInfiniteQuery","Thu May 15 12:56:15 UTC 2025","passed","Thu May 15 12:56:15 UTC 2025","","getVenueList","",""
"","1","should return a date and time predicate of the selected date and time range when date filter option is today","buildDateAndTimePredicate","Thu May 15 12:55:45 UTC 2025","passed","Thu May 15 12:55:45 UTC 2025","","","",""
"","12","should parse url params","parseUrlParams","Thu May 15 12:58:23 UTC 2025","passed","Thu May 15 12:58:23 UTC 2025","","","",""
"","5","should return empty hits if multiple queries throw an error","fetchOffersByArtist","Thu May 15 12:57:21 UTC 2025","passed","Thu May 15 12:57:21 UTC 2025","","","",""
"","366","should delete favorite on button click","<Favorite /> component","Thu May 15 12:56:08 UTC 2025","passed","Thu May 15 12:56:09 UTC 2025","","","",""
"","874","should not have basic accessibility issues","<ForceUpdateWithResetErrorBoundary/>","Thu May 15 12:57:20 UTC 2025","passed","Thu May 15 12:57:21 UTC 2025","","Accessibility","",""
"","8","should return the correct superior hour difference between dates and mock date","timeDiffInHours","Thu May 15 12:57:49 UTC 2025","passed","Thu May 15 12:57:49 UTC 2025","","","",""
"","4","formatToFrenchDate({""date"": 2020-11-01T00:00:00.000Z, ""expected"": ""1er novembre 2020""}) 	= 1er novembre 2020","formatToFrenchDate","Thu May 15 12:55:35 UTC 2025","passed","Thu May 15 12:55:35 UTC 2025","","","",""
"","52","should set default date when no specific user age in local storage","<SetBirthday />","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:25 UTC 2025","","","",""
"","6","should open geoloc permission modal when current modal closed","useGeolocationDialogs","Thu May 15 12:56:45 UTC 2025","passed","Thu May 15 12:56:45 UTC 2025","When shouldOpenDirectlySettings is false","When permission is NEVER_ASK_AGAIN","",""
"","122","should display ""Active ta géolocalisation"" button","<VenueSelectionModal />","Thu May 15 12:55:55 UTC 2025","passed","Thu May 15 12:55:55 UTC 2025","","When user doesn't share his position","",""
"","2","should resolve when last name and first name are valid","setNameSchema","Thu May 15 12:58:00 UTC 2025","passed","Thu May 15 12:58:00 UTC 2025","","","",""
"","","should redirect to offer based on offerId","<VideoCarouselModule />","Thu May 15 12:55:53 UTC 2025","skipped","","","","",""
"","8","should clear location_type async storage when neither place nor geolocPosition are set","useLocation()","Thu May 15 12:55:58 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","location_type","",""
"","1","should handle negative cents correctly","convertCentsToEuros","Thu May 15 12:57:30 UTC 2025","passed","Thu May 15 12:57:30 UTC 2025","","","",""
"","93","should display venue name in venue section","<BookingDetails />","Thu May 15 12:55:50 UTC 2025","passed","Thu May 15 12:55:50 UTC 2025","","venue name","",""
"","9","should not be displayed when no redirection type or external URL","<RemoteBanner/>","Thu May 15 12:56:05 UTC 2025","passed","Thu May 15 12:56:05 UTC 2025","","","",""
"","109","when position is null and query is not an offer not present","SearchResultsContent component","Thu May 15 12:56:08 UTC 2025","passed","Thu May 15 12:56:09 UTC 2025","","should display geolocation incitation button","",""
"","5","should remove query: ""favoritesCount""","useLogoutRoutine","Thu May 15 12:56:39 UTC 2025","passed","Thu May 15 12:56:39 UTC 2025","","","",""
"","445","should not open reCAPTCHA challenge modal when clicking on login button when feature flag is disabled","<Login/>","Thu May 15 12:55:46 UTC 2025","passed","Thu May 15 12:55:47 UTC 2025","","","",""
"","169","should call onSeeVenuePress when provided","CineBlock","Thu May 15 12:56:17 UTC 2025","passed","Thu May 15 12:56:18 UTC 2025","","","",""
"","2","should share with a title in the native dialog when default mode and title provided","share()","Thu May 15 12:56:49 UTC 2025","passed","Thu May 15 12:56:49 UTC 2025","","on iOS","",""
"","1","should capitalize the first letter of a string","capitalizeFirstLetter","Thu May 15 12:55:35 UTC 2025","passed","Thu May 15 12:55:35 UTC 2025","","","",""
"","149","should display authentication modal when clicking on ""Réserver l’offre""","<OfferCTAButton />","Thu May 15 12:55:47 UTC 2025","passed","Thu May 15 12:55:47 UTC 2025","","","",""
"","533","should render correctly","EndedBookings","Thu May 15 12:56:56 UTC 2025","passed","Thu May 15 12:56:56 UTC 2025","","","",""
"","5","should return next movie offers of a given date","useVenueMovieOffers","Thu May 15 12:56:14 UTC 2025","passed","Thu May 15 12:56:14 UTC 2025","","","",""
"","149","should render correctly","AccessibilityEngagement","Thu May 15 12:58:16 UTC 2025","passed","Thu May 15 12:58:16 UTC 2025","","","",""
"","2","should return the correct number of activated filters | venue","useFilterCount","Thu May 15 12:56:36 UTC 2025","passed","Thu May 15 12:56:36 UTC 2025","","","",""
"","326","should navigate to Offer screen if booking free offer and offer ID exists when FF ENABLE_BOOKING_FREE_OFFER_15_16 is enable","<SetStatus/>","Thu May 15 12:55:53 UTC 2025","passed","Thu May 15 12:55:54 UTC 2025","","","",""
"","27","should have correct accessibilityRole for store redirection","<RemoteBanner/>","Thu May 15 12:56:05 UTC 2025","passed","Thu May 15 12:56:05 UTC 2025","","accessibility","",""
"","0","useCategoryId(ABO_MEDIATHEQUE) = FILM","useCategoryId","Thu May 15 12:55:58 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","","",""
"","24","should overwrite user ID when setting another user ID","useCookies","Thu May 15 12:55:35 UTC 2025","passed","Thu May 15 12:55:35 UTC 2025","user ID","storage","",""
"","3","should log only once logOtherCategoriesPlaylistVerticalScroll","useLogPlaylist","Thu May 15 12:57:48 UTC 2025","passed","Thu May 15 12:57:48 UTC 2025","","","",""
"","12832","should not have basic accessibility issues","<AccessibilityActionPlan/>","Thu May 15 12:57:31 UTC 2025","passed","Thu May 15 12:57:44 UTC 2025","","Accessibility","",""
"","4","should return a formatted string date for a period of multiple days in different months of the same year","formatDatePeriod","Thu May 15 12:55:35 UTC 2025","passed","Thu May 15 12:55:35 UTC 2025","","","",""
"","63","should call similar offers API when offer id provided and user not share his position","useSimilarOffersQuery","Thu May 15 12:55:49 UTC 2025","passed","Thu May 15 12:55:49 UTC 2025","","When success API response","",""
"","38","should render offline page when not connected","Profile component","Thu May 15 12:55:52 UTC 2025","passed","Thu May 15 12:55:52 UTC 2025","","","",""
"","458","should render playlist when algolia returns offers","FilmsPlaylists","Thu May 15 12:57:25 UTC 2025","passed","Thu May 15 12:57:25 UTC 2025","","","",""
"","2","should have firstScreen to ""IdentityCheckHonor"" when feature flag FF enableCulturalSurveyMandatory is disabled","useStepperInfo","Thu May 15 12:56:03 UTC 2025","passed","Thu May 15 12:56:03 UTC 2025","","confirmation step","",""
"","63","should set `has_seen_eligible_card` to true in storage","<EighteenBirthday />","Thu May 15 12:57:31 UTC 2025","passed","Thu May 15 12:57:31 UTC 2025","","","",""
"","7","useCategoryId(LOCATION_INSTRUMENT) = INSTRUMENT","useCategoryId","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","","",""
"","2","should return a formatted string date including three dates, with two dates of different month in the same year and one date of different month and year","getFormattedDates","Thu May 15 12:55:35 UTC 2025","passed","Thu May 15 12:55:35 UTC 2025","","","",""
"","85","should render cinema block when venue is a movie theater","<VenueThematicSection/>","Thu May 15 12:56:07 UTC 2025","passed","Thu May 15 12:56:07 UTC 2025","","","",""
"","5","should return a random device ID when an error appear on read device ID in storage","getDeviceId","Thu May 15 12:57:43 UTC 2025","passed","Thu May 15 12:57:43 UTC 2025","","","",""
"","7","should return parameters with date filter when date is specified","buildOfferSearchParameters","Thu May 15 12:56:30 UTC 2025","passed","Thu May 15 12:56:30 UTC 2025","","","",""
"","317","should render playlist when algolia returns offers","CinemaPlaylists","Thu May 15 12:56:31 UTC 2025","passed","Thu May 15 12:56:32 UTC 2025","","","",""
"","9","should update the local storage when added an item to the history","useSearchHistory","Thu May 15 12:55:49 UTC 2025","passed","Thu May 15 12:55:49 UTC 2025","","","",""
"","1","should return undefined offerGenreType list when no subtypes are provided","buildOfferGenreTypes","Thu May 15 12:57:12 UTC 2025","passed","Thu May 15 12:57:12 UTC 2025","","","",""
"","208","should deleselect category when toggling again a selected category","<OfferCategoryChoices />","Thu May 15 12:57:27 UTC 2025","passed","Thu May 15 12:57:28 UTC 2025","","","",""
"","3","should not return message if isEvent and on_site withdrawal type","getOfferRules","Thu May 15 12:56:31 UTC 2025","passed","Thu May 15 12:56:31 UTC 2025","","","",""
"","103","When there is no email change","<SuspendAccountConfirmation />","Thu May 15 12:56:13 UTC 2025","passed","Thu May 15 12:56:13 UTC 2025","","should navigate to home","",""
"","219","should render correctly","<UnsubscribingConfirmationModal />","Thu May 15 12:58:09 UTC 2025","passed","Thu May 15 12:58:09 UTC 2025","","","",""
"","756","should scroll to anchor","<OfferContent />","Thu May 15 12:56:16 UTC 2025","passed","Thu May 15 12:56:17 UTC 2025","with remote config activated","movie screening access button","",""
"","548","should log analytics on press Continuer","<SetStatus/>","Thu May 15 12:55:52 UTC 2025","passed","Thu May 15 12:55:53 UTC 2025","","","",""
"","463","should open https://pass.culture.fr/ when clicking on ""https://pass.culture.fr/"" link","AccessibilityActionPlan","Thu May 15 12:57:19 UTC 2025","passed","Thu May 15 12:57:19 UTC 2025","","","",""
"","186","should copy the link on the copy button click","<WebShareModal/>","Thu May 15 12:55:51 UTC 2025","passed","Thu May 15 12:55:52 UTC 2025","","","",""
"","109","should log analytic logViewedBookingPage when click on CTA","OnGoingBookingItem","Thu May 15 12:56:19 UTC 2025","passed","Thu May 15 12:56:19 UTC 2025","","","",""
"","1","useCategoryId(ABO_LUDOTHEQUE) = JEU","useCategoryId","Thu May 15 12:55:58 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","","",""
"","246","should render correctly","<BeneficiaryRequestSent />","Thu May 15 12:56:20 UTC 2025","passed","Thu May 15 12:56:21 UTC 2025","","","",""
"","5","should disable AppsFlyers when marketing cookies are refused","startTrackingAcceptedCookies","Thu May 15 12:56:42 UTC 2025","passed","Thu May 15 12:56:42 UTC 2025","","","",""
"","119","should render correctly","RecommendedPaths","Thu May 15 12:58:30 UTC 2025","passed","Thu May 15 12:58:30 UTC 2025","","","",""
"","3326","await multipleQueries(queries)","no-use-of-algolia-multiple-queries","Thu May 15 12:58:10 UTC 2025","passed","Thu May 15 12:58:13 UTC 2025","","valid","",""
"","75","should show help message when there are no results","<SuggestedPlaces/>","Thu May 15 12:56:56 UTC 2025","passed","Thu May 15 12:56:56 UTC 2025","","","",""
"","149","should display an error message if the identification step failed","Stepper navigation","Thu May 15 12:56:06 UTC 2025","passed","Thu May 15 12:56:06 UTC 2025","","","",""
"","28","should be displayed 2 days before the event","TicketBody","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:25 UTC 2025","concert or festival > when FF enableHideTicket is true","QrCode for external bookings","",""
"","54","should not display EAN when the offer is a book without an EAN","BookingDetailsTicketContent","Thu May 15 12:56:20 UTC 2025","passed","Thu May 15 12:56:20 UTC 2025","","EAN","",""
"","798","with { label: 'Date précise', type: 'picked' } date filter when toggle date activated and pressing button","<DatesHoursModal/>","Thu May 15 12:56:24 UTC 2025","passed","Thu May 15 12:56:24 UTC 2025","should set search state view on search results","with ""Recherche"" button","",""
"","344","should show notifications modal when user has no notifications activated","<VenueThematicSection/>","Thu May 15 12:56:08 UTC 2025","passed","Thu May 15 12:56:08 UTC 2025","","when the user presses SubscribeButton","",""
"","330","should not display see map button when user location mode is around me and there is a venues playlist","<SearchListHeader />","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","When wipVenueMap feature flag activated","",""
"","2","useCategoryId(OEUVRE_ART) = TECHNIQUE","useCategoryId","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","","",""
"","31","should render description when provided","<RadioSelector />","Thu May 15 12:57:48 UTC 2025","passed","Thu May 15 12:57:48 UTC 2025","","","",""
"","1","should format Date 2020-12-31T00:00:00.000Z to string ""2020-12-31""","formatToKeyDate()","Thu May 15 12:56:53 UTC 2025","passed","Thu May 15 12:56:53 UTC 2025","","","",""
"","2","should not display the seat number if there are one external bookings","getTickets","Thu May 15 12:56:47 UTC 2025","passed","Thu May 15 12:56:47 UTC 2025","","","",""
"","1","should be expired if user has made choice 6 months ago or more than 6 months ago","isConsentChoiceExpired","Thu May 15 12:57:56 UTC 2025","passed","Thu May 15 12:57:56 UTC 2025","","","",""
"","302","should render the title and venues playlist","<VenuePlaylist />","Thu May 15 12:56:04 UTC 2025","passed","Thu May 15 12:56:04 UTC 2025","","","",""
"","296","should appear when the content is scrolled","<MovieCalendar/>","Thu May 15 12:56:04 UTC 2025","passed","Thu May 15 12:56:05 UTC 2025","","Left arrow button","",""
"","377","should navigate to home if on lastQuestion and API call is unsuccessful","CulturalSurveyQuestions page","Thu May 15 12:56:06 UTC 2025","passed","Thu May 15 12:56:06 UTC 2025","","","",""
"","190","should not log conversion booking when is not from search","<BookingOfferModalComponent />","Thu May 15 12:55:52 UTC 2025","passed","Thu May 15 12:55:53 UTC 2025","when booking validated","when booking step is confirmation","",""
"","5","should return the correct number of activated filters | minPrice - maxPrice","useFilterCount","Thu May 15 12:56:36 UTC 2025","passed","Thu May 15 12:56:36 UTC 2025","","","",""
"","2","should display the exact number of result facets is less than 10000","categoriesHelpers","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","","getNbResultsFacetLabel","",""
"","144","should reset error message when another resend attempt is made","<EmailResendModal />","Thu May 15 12:56:02 UTC 2025","passed","Thu May 15 12:56:02 UTC 2025","","","",""
"","180","displays a modal with all the available apps if their count is geater than 1","useItinerary","Thu May 15 12:56:12 UTC 2025","passed","Thu May 15 12:56:12 UTC 2025","","","",""
"","260","should call onChange with LocationMode.AROUND_ME or EVERYWHERE","<LocationFilterChoice />","Thu May 15 12:58:05 UTC 2025","passed","Thu May 15 12:58:06 UTC 2025","","","",""
"","349","should render playlist when algolia returns offers","MusicPlaylists","Thu May 15 12:57:27 UTC 2025","passed","Thu May 15 12:57:27 UTC 2025","","","",""
"","235","should trigger has_seen_cinema_for_survey batch event for offer type SEANCE_CINE","<OfferContent />","Thu May 15 12:56:13 UTC 2025","passed","Thu May 15 12:56:13 UTC 2025","","Batch trigger","",""
"","5","should return the correct number of activated filters | offerCategories - 1","useFilterCount","Thu May 15 12:56:36 UTC 2025","passed","Thu May 15 12:56:36 UTC 2025","","","",""
"","324","should not appear if the offer is not a movie screening","<OfferContent />","Thu May 15 12:56:15 UTC 2025","passed","Thu May 15 12:56:16 UTC 2025","with remote config activated","movie screening access button","",""
"","1","send 2 when 2 achievement are completed","getAchievements","Thu May 15 12:55:39 UTC 2025","passed","Thu May 15 12:55:39 UTC 2025","","Number unlocked","",""
"","134","should get stepsToDisplay from the back","useGetStepperInfo","Thu May 15 12:57:26 UTC 2025","passed","Thu May 15 12:57:27 UTC 2025","","","",""
"","47","when it associated to the most popular category","AutocompleteOfferItem component","Thu May 15 12:55:43 UTC 2025","passed","Thu May 15 12:55:43 UTC 2025","should display the most popular native category of the query suggestion","when item is in the first three suggestions","",""
"","105","should trigger VenuePlaylistDisplayedOnSearchResults log when there are venues and location type is EVERYWHERE with isLocated param = false","<SearchListHeader />","Thu May 15 12:55:48 UTC 2025","passed","Thu May 15 12:55:48 UTC 2025","","When feature flags deactivated","",""
"","31","should not display any ticket when external bookings is null","getTickets","Thu May 15 12:56:47 UTC 2025","passed","Thu May 15 12:56:47 UTC 2025","","","",""
"","220","should redirect to home page WHEN go back to home button is clicked","<ResetPasswordExpiredLink/>","Thu May 15 12:57:16 UTC 2025","passed","Thu May 15 12:57:16 UTC 2025","","","",""
"","479","should navigate to venue page when pressing venue button","<OfferPlace />","Thu May 15 12:55:54 UTC 2025","passed","Thu May 15 12:55:54 UTC 2025","","Venue is permanent","",""
"","15","<Typo.Button>toto</Typo.Button>","no-raw-text","Thu May 15 12:57:01 UTC 2025","passed","Thu May 15 12:57:01 UTC 2025","","valid","",""
"","182","should open venue map location modal when pressing on venue map block","CategoriesList","Thu May 15 12:56:40 UTC 2025","passed","Thu May 15 12:56:40 UTC 2025","","","",""
"","81","should not display number of results on each category","<CategoriesModal/>","Thu May 15 12:55:51 UTC 2025","passed","Thu May 15 12:55:52 UTC 2025","When wipDisplaySearchNbFacetResults feature flag is not activated","With native categories view","",""
"","14","when step is date selection & date not selected","bookingHelpers","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:44 UTC 2025","should return false","getButtonState","",""
"","11","should not display section if there is no expirationDate and no confirmation date for a digital booking","<BookingDetailsCancelButton />","Thu May 15 12:55:47 UTC 2025","passed","Thu May 15 12:55:47 UTC 2025","","","",""
"","1","should set user properties on setUserProperties call, ignoring null value","amplitude","Thu May 15 12:57:46 UTC 2025","passed","Thu May 15 12:57:46 UTC 2025","","","",""
"","453","should trigger logSameCategoryPlaylistVerticalScroll when scrolling to the playlist","<OfferContent />","Thu May 15 12:56:04 UTC 2025","passed","Thu May 15 12:56:05 UTC 2025","Same category similar offers","Playlist list section","",""
"","15","should not show password validation rules when empty","<PasswordInputController />","Thu May 15 12:56:56 UTC 2025","passed","Thu May 15 12:56:56 UTC 2025","","With security rules","",""
"","294","should execute callback on press","<Touchable />","Thu May 15 12:58:25 UTC 2025","passed","Thu May 15 12:58:25 UTC 2025","","","",""
"","4","should default return ""SelectIDOrigin""","useStepperInfo","Thu May 15 12:56:03 UTC 2025","passed","Thu May 15 12:56:03 UTC 2025","","identification step","",""
"","6","// fixmeet","todo-format","Thu May 15 12:58:20 UTC 2025","passed","Thu May 15 12:58:20 UTC 2025","","valid","",""
"","1","useCategoryId(SPECTACLE_REPRESENTATION) = SPECTACLE","useCategoryId","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","","",""
"","687","should match snapshot","ReinitializePassword Page","Thu May 15 12:55:41 UTC 2025","passed","Thu May 15 12:55:41 UTC 2025","","","",""
"","118","should render correctly","NoContentError","Thu May 15 12:57:17 UTC 2025","passed","Thu May 15 12:57:17 UTC 2025","","","",""
"","38","should display placeholder when no offers","<VenueOffers />","Thu May 15 12:56:00 UTC 2025","passed","Thu May 15 12:56:00 UTC 2025","","","",""
"","5","should return the correct number of activated filters | offerIsFree - minPrice - maxPrice","useFilterCount","Thu May 15 12:56:36 UTC 2025","passed","Thu May 15 12:56:36 UTC 2025","","","",""
"","103","navigates with the right app if there is only one available app","useItinerary","Thu May 15 12:56:12 UTC 2025","passed","Thu May 15 12:56:12 UTC 2025","","","",""
"","1419","should not have basic accessibility issues","<EighteenBirthday/>","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:27 UTC 2025","","Accessibility","",""
"","190","should display loading page when is loading","<AccountSecurityBuffer/>","Thu May 15 12:56:54 UTC 2025","passed","Thu May 15 12:56:55 UTC 2025","","","",""
"","1","should return the first timestamp of the weekend for a given date by changing month","time","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:44 UTC 2025","","getFirstWeekEndTimestampFromDate","",""
"","5","should consider subscribe button inactive","useThematicSubscription","Thu May 15 12:55:41 UTC 2025","passed","Thu May 15 12:55:41 UTC 2025","when the user is already subscribed to the page","when the user has notifications off","",""
"","17","should return the native category when category and native category are not empty","getVenuesQuery","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","When query is empty string","",""
"","163","should render correctly","<VenueNotFound />","Thu May 15 12:58:16 UTC 2025","passed","Thu May 15 12:58:16 UTC 2025","","","",""
"","2","should not return message if if there is no withdrawal type","<ticketBodyMessages/>","Thu May 15 12:57:38 UTC 2025","passed","Thu May 15 12:57:38 UTC 2025","","getStartMessage","",""
"","88","should display image inside carousel when offer has several images","<OfferImageContainer />","Thu May 15 12:57:04 UTC 2025","passed","Thu May 15 12:57:04 UTC 2025","","","",""
"","15","should default to standard phrasing when eligibility is null","<EmptyCredit />","Thu May 15 12:56:54 UTC 2025","passed","Thu May 15 12:56:54 UTC 2025","","","",""
"","25","should not call toggle when switch is disabled and press on","<FilterSwitch />","Thu May 15 12:57:56 UTC 2025","passed","Thu May 15 12:57:56 UTC 2025","","","",""
"","113","should display an error message when pressing button to book the offer","<OfferCTAButton />","Thu May 15 12:55:50 UTC 2025","passed","Thu May 15 12:55:50 UTC 2025","","When offer is digital and free and not already booked","",""
"","160","should open WhatsApp when sharing with WhatsApp","<WebShareModal/>","Thu May 15 12:55:52 UTC 2025","passed","Thu May 15 12:55:52 UTC 2025","","","",""
"","8","should not call similar offers API when offer id provided, user share his position and shouldFetch is false","useSimilarOffersQuery","Thu May 15 12:55:49 UTC 2025","passed","Thu May 15 12:55:49 UTC 2025","","When success API response","",""
"","1","formatCurrencyFromCents(1199) 	= 11,99 € without format price options","formatCurrencyFromCents()","Thu May 15 12:57:04 UTC 2025","passed","Thu May 15 12:57:04 UTC 2025","","","",""
"","21","const foo = () => {}","no-empty-arrow-function","Thu May 15 12:58:14 UTC 2025","passed","Thu May 15 12:58:15 UTC 2025","","invalid","",""
"","1","should return the ""j’aime"" tag if only likesCount is set and >= minLikesValue","getTagConfig","Thu May 15 12:57:37 UTC 2025","passed","Thu May 15 12:57:37 UTC 2025","","","",""
"","69","should return nothing when birthDate is not defined","useGetDepositAmountsByAge","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","","",""
"","394","should focus on location widget button","SearchHeader component","Thu May 15 12:55:58 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","","",""
"","1","should return null when homeId is not found in remote config","useMapSubscriptionHomeIdsToThematic","Thu May 15 12:57:55 UTC 2025","passed","Thu May 15 12:57:55 UTC 2025","","","",""
"","10","should call getTabNavConfig with received route","getTabNavigatorConfig","Thu May 15 12:57:17 UTC 2025","passed","Thu May 15 12:57:17 UTC 2025","","for non-SearchStackNavigator routes","",""
"","30","should not display a pastille on tab when not specified","TabLayout","Thu May 15 12:56:51 UTC 2025","passed","Thu May 15 12:56:51 UTC 2025","","","",""
"","3","should return false when minWidth=0, maxWidth=500, minHeight=undefined and maxHeight=undefined","useMediaQuery native","Thu May 15 12:56:33 UTC 2025","passed","Thu May 15 12:56:33 UTC 2025","","useMediaQuery","",""
